sentence,label,datatype,title,publication_date,file_id,-1,Profit,Dividend,MergerAcquisition,SalesVolume,BuyRating,QuarterlyResults,TargetPrice,ShareRepurchase,Turnover,Debt
These are charges that mobile and fixed line phone operators impose on each other when connecting calls to their networks .,-1,holdout,vodafone shares hit by watchdog alert,1-04-2008,986,1,0,0,0,0,0,0,0,0,0,0
"According to Ivor Reis , an analyst with stockbroker EL&C Baillieu , on-market buy-backs are not irrevocable and regardless of whether BHP gave the buy-back to a third party to manage , every company has the right to change instructions to the broker to alter or pull the buy-back at any time",-1,holdout,bhp suspends dollars 10bn share buy-back,18-12-2007,402,1,0,0,0,0,0,0,0,0,0,0
"The new equipment includes more compressors to cut the waste gas that is sent for flaring , improved flare stacks that will burn off pollutants more efficiently and monitors to check for refinery emissions in local communities .",-1,holdout,FT other BP,23-05-2012,825,1,0,0,0,0,0,0,0,0,0,0
"Terence Sinclair , analyst at Citi , used a research note to dispute Morgan Stanley 's analysis , saying the concerns were "" misplaced "" .",-1,holdout,threat of eu action knocks vodafone,1-04-2008,460,1,0,0,0,0,0,0,0,0,0,0
"Testing group Intertek was up 6.2 per cent to pound(s)16.74 , after delivering better-than-expected interim earnings and raising full-year sales guidance .","['Profit', 'SalesVolume']",holdout,bhp helps power footsie recovery on talk of bp gulf bid,3-08-2010,720,0,1,0,0,1,0,0,0,0,0,0
"The outlook was distorted , BHP said , by large adjustments in inventory levels , as some economies restock commodities and others destock .",-1,holdout,bhp points to inventory adjustments,23-07-2009,531,1,0,0,0,0,0,0,0,0,0,0
Credit : By Gerrit Wiesmann in Ludwigshafen,-1,holdout,basf swings to loss andfears 'even greater decline',27-02-2009,79,1,0,0,0,0,0,0,0,0,0,0
Peter Smith,-1,holdout,bhp boosts buy-back plan to $10bn,16-02-2011,18,1,0,0,0,0,0,0,0,0,0,0
"Strong growth in its wireless joint venture with Vodafone helped fourth-quarter results at Verizon Communications , but quarterly profits lagged behind those of a yearearlier , mainly reflecting charges related to asset sales .","['QuarterlyResults', 'Profit']",holdout,venture with vodafone helps verizon results,30-01-2007,179,0,1,0,0,0,0,1,0,0,0,0
"However , it did reassure analysts in April that sales were above the industry average of Dollars 8.70 a square foot a week .",-1,holdout,shoppers 'positive' on tesco's us stores,13-05-2008,219,1,0,0,0,0,0,0,0,0,0,0
Essar Energy edged up 2 per cent to 211p after JPMorgan Cazenove highlighted moves by India to deregulate its gas market .,-1,holdout,earnings worries put pressure on unilever as miners lift ftse 100,18-07-2013,721,1,0,0,0,0,0,0,0,0,0,0
""" There is not an ongoing [ dividend ] policy because we may end up buying spectrum and we may end up buying another company and if there are needs for that cash in Verizon Wireless , that is where it 'll be generated and that is where it 'll be spent from , "" said Mr McAdam .",-1,holdout,verizon setback for vodafone,12-09-2011,543,1,0,0,0,0,0,0,0,0,0,0
Dealers said the early move was more likely to reflect demand following a management roadshow for US investors .,-1,holdout,ubs lowers forecasts on 'wrong shape' barclays,18-09-2010,149,1,0,0,0,0,0,0,0,0,0,0
International sales grew 22 per cent in the first half year on year and accounted for just one-quarter of Pounds 25bn total group sales .,['SalesVolume'],holdout,tesco's overseas bet,3-10-2007,403,0,0,0,0,1,0,0,0,0,0,0
"Eon , which yesterday received approval to acquire Belgian peer Electrabel , fell 1.6 per cent to EUR26.94.",['MergerAcquisition'],holdout,basf sets the pace as bourses advance,15-10-2009,128,0,0,0,1,0,0,0,0,0,0,0
"The company 's interims were resilient enough , but it is during a downturn that the UK supermarket group 's breathless expansion will be put to its severest test .",-1,holdout,tesco,6-10-2011,458,1,0,0,0,0,0,0,0,0,0,0
Unilever said Sara Lee 's skin care brands would complement Unilever brands such as Lifebuoy soaps and Dove deodorants .,-1,holdout,unilever in eur1.3bn deal for sara lee brands,26-09-2009,449,1,0,0,0,0,0,0,0,0,0,0
Tesco has gone into furniture and digital cameras in recent months .,-1,holdout,"prosperous tesco takes retailing to a new level with sales up 6.6 per cent, sir terry leahy is still",21-09-2005,756,1,0,0,0,0,0,0,0,0,0,0
"However , Verizon Wireless should ultimately benefit from selling the iPhone because it should provide a significant revenue boost .",-1,holdout,vodafone bolstered by strong uk performance,4-02-2011,268,1,0,0,0,0,0,0,0,0,0,0
"The wider market stalled , with the FTSE 100 down 44.68 , or 0.8 per cent , to 5,707.3.",-1,holdout,goldman says time is ripe for vodafone to quit us venture,27-10-2010,336,1,0,0,0,0,0,0,0,0,0,0
"However , most analysts expect underlying sales growth of 5 to 6 per cent , which would be up to Pounds 900m more than Tesco officially budgeted for .",['SalesVolume'],holdout,tesco at a discount alison smith - lombard,3-06-2005,347,0,0,0,0,1,0,0,0,0,0,0
Vodafone to double dividend and increase share buyback,"['Dividend', 'ShareRepurchase']",holdout,vodafone to double dividend and increase share buyback,17-11-2004,454,0,0,1,0,0,0,0,0,1,0,0
"Vodafone scaled back its revenue forecast for 2008-09 at its first-quarter trading update , partly because some people were delaying upgrades of mobile phones .",['Turnover'],holdout,vodafone reveals plan for pound(s)1bn share buy-back,24-07-2008,30,0,0,0,0,0,0,0,0,0,1,0
"C&W has been arguing that Digicel , Jamaican 's biggest mobile phone operator , was able to use a pricing structure that competitors could not match .",-1,holdout,barclays stands out as banking sector gives footsie a leg up,2-09-2011,538,1,0,0,0,0,0,0,0,0,0,0
"Gold producer Celtic Resources rose 10.5 per cent to 236p after Russian group Norilsk Nickel bought a 50 per cent stake in a Russian gold mine , becoming an equal partner with Celtic .",-1,holdout,footsie's energy-driven march shrugs off vodafone turbulence london,20-09-2005,966,1,0,0,0,0,0,0,0,0,0,0
"Vittorio Colao , Vodafone 's chief executive , is preparing a fresh round of cost cutting as he tries to offset falling revenue at the mobile phone operator .",['Turnover'],holdout,vodafone prepares fresh round of cost cutting as revenues fall,9-11-2009,21,0,0,0,0,0,0,0,0,0,1,0
Autonomy followed the market lower with an 8.3 per cent loss to pound(s)14.29.,-1,holdout,barclays left battered in ftse's sharpest fall for over two years,19-08-2011,5,1,0,0,0,0,0,0,0,0,0,0
"BT rose 2.8 per cent to 326 1/2p while Cable & Wireless gained 2.7 per cent to 186.7p amid talk today 's full year results would impress , with the company meeting forecasts and providing strong guidance for 2008 , particularly in the UK .",-1,holdout,vodafone sets a strong tone on talk of at&t interest,24-05-2007,936,1,0,0,0,0,0,0,0,0,0,0
"However , it said that , more positively , Tesco had not altered its year-end net debt forecast of pound(s)6.4bn , while capital expenditure could be lowered through Tesco curbing its expansion plans , primarily through out of town hypermarkets .",['Debt'],holdout,moody's puts tesco under review after profit warning,21-01-2012,102,0,0,0,0,0,0,0,0,0,0,1
"As Tesco is the bellwether for the UK consumer economy , investors will be keen to hear chief executive Sir Terry Leahy 's views on the outlook for retail spending and for grocers , who face slowing growth on the back of falling food price inflation .",-1,holdout,tesco's view ahead keenly awaited,19-04-2010,915,1,0,0,0,0,0,0,0,0,0,0
"BHP Billiton is on course to report its sixth consecutive year of profits growth after the Anglo-Australian mining group 's annual production figures showed bumper results from its petroleum , iron ore , man-ga-nese and copper operations .",['Profit'],holdout,bhp set to report further growth,24-07-2008,494,0,1,0,0,0,0,0,0,0,0,0
Pre-tax profits rose from $8.88bn last time to $14.1bn in the half year to December .,['Profit'],holdout,bhp boosts buy-back plan to $10bn,16-02-2011,18,0,1,0,0,0,0,0,0,0,0,0
"The V05 brand will round out Unilever 's product offering in the lower end of the market , while TRESemme and Nexxus will compete at the premium end .",-1,holdout,unilever looks to clean up in alberto culver buy,28-09-2010,938,1,0,0,0,0,0,0,0,0,0,0
"Much of that will be accrued by Alberto Bailleres , the Mexican billionaire who is a majority shareholder in Penoles mining group , which owns 77 per cent of Fresnillo .",-1,holdout,fresnillo poised to overtake bhp in silver output,4-08-2010,908,1,0,0,0,0,0,0,0,0,0,0
"Goldman Sachs took African Barrick off its "" sell "" list on valuation grounds .",['BuyRating'],holdout,barclays leads banking sector falls on concerns over funding gap,18-05-2012,249,0,0,0,0,0,1,0,0,0,0,0
"At a press briefing to unveil Tesco 's joint venture in China , Frank Lai , finance director of China Resources Enterprise , was keen to praise his new partner .",['MergerAcquisition'],holdout,tesco struggles to spin all plates,3-10-2013,290,0,0,0,1,0,0,0,0,0,0,0
"With the strongest balance sheet in the business BHP is rumoured to be chasing acquisitions , especially in potash and oil .",-1,holdout,luck and oil boost bhp's balance sheet,13-08-2009,925,1,0,0,0,0,0,0,0,0,0,0
"Mr Justice Hamblen ruled on Wednesday that CRSM 's claims all failed on various grounds and must be dismissed , "" despite the considerable skill with which the claimant 's case was constructed and presented "" .",-1,holdout,barclays wins lawsuit brought by san marino bank over debt products,10-03-2011,735,1,0,0,0,0,0,0,0,0,0,0
"The supermarket was given the poorest rating out of five online supermarkets - Ocado , Waitrose , Tesco , J Sainsbury and Asda - in a Which ? consumer survey that asked 2,200 shoppers to rate the chains out of 100 for accuracy , punctuality , missing or damaged items , and value for money .",-1,holdout,tesco stalls in home deliveries survey,23-05-2009,208,1,0,0,0,0,0,0,0,0,0,0
Tensions rise at Tesco as chain is set for worst Christmas sales for decades,['SalesVolume'],holdout,tensions rise at tesco as chain is set for worst christmas sales for decades,7-01-2012,409,0,0,0,0,1,0,0,0,0,0,0
"BG Group , which posts quarterly results on Tuesday , rose 2.1 per cent to [ pound]14.35.",['QuarterlyResults'],holdout,tesco in focus as california looks to alter alcohol sales,7-05-2011,874,0,0,0,0,0,0,1,0,0,0,0
"With commodity prices , especially oil , pressured by the resurgent dollar and nagging fears about slowing economic growth in emerging markets , Tullow Oil fell 5.1 per cent to 750 1/2 p , while BG Group dipped 4 per cent to pound(s)11.19 , Anglo American lost 4.8 per cent to pound(s)26.46 and Xstrata faded 4 per cent to pound(s)28.04.",-1,holdout,vodafone's shine puts miners and oil groups in the dark,3-09-2008,867,1,0,0,0,0,0,0,0,0,0,0
Between that date and May 30 2012 the FTSE 100 rose 2.2 per cent .,-1,holdout,tesco's recovery path to start with sales dip,6-06-2012,235,1,0,0,0,0,0,0,0,0,0,0
Vodafone 's new chief to rein in acquisitions,-1,holdout,vodafone's new chief to rein in acquisitions,12-11-2008,703,1,0,0,0,0,0,0,0,0,0,0
"Motivated by these concerns , Barclays , the agent for the loan financing , sought legal counsel on the matter , who gave the opinion that the gains should not have been included , said one of the lenders .",-1,holdout,barclays seeks legal advice,14-12-2009,749,1,0,0,0,0,0,0,0,0,0,0
Credit : By Bryce Elder and Neil Hume,-1,holdout,barclays left battered in ftse's sharpest fall for over two years,19-08-2011,5,1,0,0,0,0,0,0,0,0,0,0
"Yesterday , the bank stressed it could achieve that goal in the next three years through organic growth alone .",-1,holdout,barclays rules out acquisitions,22-02-2006,255,1,0,0,0,0,0,0,0,0,0,0
Chief executive sees tie-up advantages ; Focus on savings for mobile operators,-1,holdout,vodafone in consolidation call,25-07-2009,910,1,0,0,0,0,0,0,0,0,0,0
""" We 're doing it [ the rights issue ] for two reasons , "" Chris Grigg , chief executive , said yesterday .",-1,holdout,british land in pound(s)740m rights issue,13-02-2009,389,1,0,0,0,0,0,0,0,0,0,0
"The loan forms part of an expansion budget that will exceed free cashflow by $7.4bn over the next three years , according to Cazenove .",-1,holdout,vodafone resilient on renewed talk of verizon stake sale,3-10-2008,396,1,0,0,0,0,0,0,0,0,0,0
Many reported that client selling was profit-taking rather than a fundamental change of view .,-1,holdout,ec's plan to slash 'excessive' call rates puts skids under vodafone london,29-03-2006,870,1,0,0,0,0,0,0,0,0,0,0
Better-than-expected results from Intel in the US helped lift sentiment for most of the tech sector .,-1,holdout,basf sets the pace as bourses advance,15-10-2009,128,1,0,0,0,0,0,0,0,0,0,0
It said the buy-back scheme may have artificially buoyed the value of BHP 's proposed takeover offer .,-1,holdout,bhp suspends dollars 10bn share buy-back,18-12-2007,402,1,0,0,0,0,0,0,0,0,0,0
real estate ; Negotiations for half of pound(s)2.5bn estate ; Company aims to rebalance portfolio,-1,holdout,british land in broadgate sale talks,9-04-2009,868,1,0,0,0,0,0,0,0,0,0,0
HGSI shares rose 1.25 per cent in New York to $ 13.78 in afternoon trading yesterday .,-1,holdout,FT other GSK,30-05-12,80,1,0,0,0,0,0,0,0,0,0,0
BHP suffers in falling market as analysts criticise investment plans,-1,holdout,bhp suffers in falling market as analysts criticise investment plans,24-10-2012,14,1,0,0,0,0,0,0,0,0,0,0
""" It would be insane and impossible for us to create anything substantial in the meantime , "" said Mr Dunstone .",-1,holdout,talktalk to offer mobile service with vodafone,31-07-2010,970,1,0,0,0,0,0,0,0,0,0,0
Annual pre-tax profits rose 7 per cent to Euros 4.8bn ( Pounds 3.2bn ) .,['Profit'],holdout,markham set to retire from unilever food producers,9-02-2007,453,0,1,0,0,0,0,0,0,0,0,0
Daniel Thomas,-1,holdout,vodafone confirms talks with c&ww,14-02-2012,67,1,0,0,0,0,0,0,0,0,0,0
Chief executive Antony Jenkins will hope so .,-1,holdout,barclays,31-07-2013,655,1,0,0,0,0,0,0,0,0,0,0
Mr Higginson said the overseas business - which stretches from the US to China - offered resilience against a softening in the UK .,-1,holdout,tesco struggles in uk,16-01-2008,310,1,0,0,0,0,0,0,0,0,0,0
